Genome	Contamination	Raw	ContNR	GenomeNR	Year	Month	Day	Label2017	Label2016	Label2015	Label2014
GCA_000410755.2	0	30426963	0	1	2016	9	30	2017_1	2016_2	2016_2	2016_2
GCA_000444285.2	1993	30987001	1	1	2016	9	30	2017_1	2016_2	2016_2	2016_2
GCA_000507425.3	0	25191614	0	1	2016	7	14	2017_1	2016_2	2016_2	2016_2
GCA_000507465.3	0	22592271	0	1	2016	7	14	2017_1	2016_2	2016_2	2016_2
GCA_000512565.2	0	23858104	0	1	2016	6	21	2017_1	2016_1	2016_1	2016_1
GCA_000512585.2	0	24346955	0	1	2016	7	14	2017_1	2016_2	2016_2	2016_2
GCA_000769155.2	239384	43961175	1	1	2016	9	22	2017_1	2016_2	2016_2	2016_2
GCA_000950515.2	4710931	91277801	1	1	2016	3	4	2017_1	2016_1	2016_1	2016_1
GCA_001457755.2	9208	26113307	1	1	2016	12	15	2017_1	2016_2	2016_2	2016_2
GCA_001513535.1	267073	117290108	1	1	2016	1	12	2017_1	2016_1	2016_1	2016_1
GCA_001555675.1	620968	90283428	1	1	2016	2	9	2017_1	2016_1	2016_1	2016_1
GCA_001579705.1	1494	108829417	1	1	2016	3	3	2017_1	2016_1	2016_1	2016_1
GCA_001593445.1	0	8973200	0	1	2016	3	17	2017_1	2016_1	2016_1	2016_1
GCA_001593455.1	1621	8493640	1	1	2016	3	17	2017_1	2016_1	2016_1	2016_1
GCA_001598995.1	0	24794316	0	1	2016	3	1	2017_1	2016_1	2016_1	2016_1
GCA_001599035.1	0	36961169	0	1	2016	3	1	2017_1	2016_1	2016_1	2016_1
GCA_001602025.1	0	19966537	0	1	2016	4	8	2017_1	2016_1	2016_1	2016_1
GCA_001625125.1	240358	22751163	1	1	2016	4	24	2017_1	2016_1	2016_1	2016_1
GCA_001630785.1	4863935	112480486	1	1	2016	4	25	2017_1	2016_1	2016_1	2016_1
GCA_001636715.1	0	20034979	0	1	2016	5	2	2017_1	2016_1	2016_1	2016_1
GCA_001638945.1	0	36567582	0	1	2016	5	6	2017_1	2016_1	2016_1	2016_1
GCA_001638985.2	0	53368560	0	1	2016	5	6	2017_1	2016_1	2016_1	2016_1
GCA_001642055.1	0	32986874	0	1	2016	5	11	2017_1	2016_1	2016_1	2016_1
GCA_001642395.1	0	3057189	0	1	2016	5	11	2017_1	2016_1	2016_1	2016_1
GCA_001642415.1	0	4394323	0	1	2016	5	11	2017_1	2016_1	2016_1	2016_1
GCA_001660665.1	0	29707524	0	1	2016	6	9	2017_1	2016_1	2016_1	2016_1
GCA_001680005.1	0	27685430	0	1	2016	7	6	2017_1	2016_2	2016_2	2016_2
GCA_001680135.1	22521	229367318	1	1	2016	7	6	2017_1	2016_2	2016_2	2016_2
GCA_001692895.1	0	177343869	0	1	2016	7	26	2017_1	2016_2	2016_2	2016_2
GCA_001693035.2	1173	164406061	1	1	2016	9	2	2017_1	2016_2	2016_2	2016_2
GCA_001693075.2	0	166314755	0	1	2016	10	23	2017_1	2016_2	2016_2	2016_2
GCA_001700775.1	0	29802520	0	1	2016	8	9	2017_1	2016_2	2016_2	2016_2
GCA_001717485.1	0	28318751	0	1	2016	8	31	2017_1	2016_2	2016_2	2016_2
GCA_001723225.1	7078	105065163	1	1	2016	9	12	2017_1	2016_2	2016_2	2016_2
GCA_001747055.1	0	8805186	0	1	2016	9	27	2017_1	2016_2	2016_2	2016_2
GCA_001839685.1	713	65299827	1	1	2016	10	25	2017_1	2016_2	2016_2	2016_2
GCA_001857865.1	0	38906497	0	1	2016	10	31	2017_1	2016_2	2016_2	2016_2
GCA_001865345.1	0	8968667	0	1	2016	11	3	2017_1	2016_2	2016_2	2016_2
GCA_001865355.1	0	9084332	0	1	2016	11	3	2017_1	2016_2	2016_2	2016_2
GCA_001870725.1	168391	129764172	1	1	2016	11	7	2017_1	2016_2	2016_2	2016_2
GCA_001875675.1	954	5610805	1	1	2016	11	10	2017_1	2016_2	2016_2	2016_2
GCA_001883805.1	0	32310524	0	1	2016	11	18	2017_1	2016_2	2016_2	2016_2
GCA_001883825.1	0	32381861	0	1	2016	11	18	2017_1	2016_2	2016_2	2016_2
GCA_001884285.1	596747	273602597	1	1	2016	11	18	2017_1	2016_2	2016_2	2016_2
GCA_001889945.1	0	35651645	0	1	2016	12	8	2017_1	2016_2	2016_2	2016_2
GCA_001890105.1	0	26015890	0	1	2016	12	8	2017_1	2016_2	2016_2	2016_2
GCA_001890125.1	0	33121003	0	1	2016	12	6	2017_1	2016_2	2016_2	2016_2
GCA_001890685.1	0	37304755	0	1	2016	12	12	2017_1	2016_2	2016_2	2016_2
GCA_001890705.1	0	34349148	0	1	2016	12	8	2017_1	2016_2	2016_2	2016_2
GCA_001890725.1	0	31295010	0	1	2016	12	8	2017_1	2016_2	2016_2	2016_2
GCA_001890745.1	0	35139854	0	1	2016	12	7	2017_1	2016_2	2016_2	2016_2
GCA_001890805.1	0	27781411	0	1	2016	12	8	2017_1	2016_2	2016_2	2016_2
GCA_001890905.1	535	35185919	1	1	2016	12	8	2017_1	2016_2	2016_2	2016_2
GCA_900004735.1	143916	115022610	1	1	2016	5	29	2017_1	2016_1	2016_1	2016_1
GCA_900005765.1	2320	22579648	1	1	2016	11	17	2017_1	2016_2	2016_2	2016_2
GCA_900005855.1	84417	23877187	1	1	2016	11	18	2017_1	2016_2	2016_2	2016_2
GCA_900044065.1	0	45713518	0	1	2016	12	6	2017_1	2016_2	2016_2	2016_2
GCA_900044135.1	0	38047942	0	1	2016	8	3	2017_1	2016_2	2016_2	2016_2
GCA_900067095.1	8072	44903261	1	1	2016	12	6	2017_1	2016_2	2016_2	2016_2
GCA_900079975.1	8427	91457744	1	1	2016	4	21	2017_1	2016_1	2016_1	2016_1
GCA_900090035.2	1598	33388657	1	1	2016	12	13	2017_1	2016_2	2016_2	2016_2
GCA_900090045.1	0	33618035	0	1	2016	12	13	2017_1	2016_2	2016_2	2016_2
GCA_900096555.1	0	648477975	0	1	2016	9	19	2017_1	2016_2	2016_2	2016_2
GCA_900119595.1	5386	9035520	1	1	2016	11	27	2017_1	2016_2	2016_2	2016_2
GCA_000091225.2	0	2496714	0	1	2017	3	9	2017_1	2017_1	2017_1	2017_1
GCA_000187025.3	0	278629075	0	1	2017	11	6	2017_2	2017_2	2017_2	2017_2
GCA_000331935.3	0	278837140	0	1	2017	11	6	2017_2	2017_2	2017_2	2017_2
GCA_001483305.2	766599	133026217	1	1	2017	12	5	2017_2	2017_2	2017_2	2017_2
GCA_001938485.1	773183	1325689572	1	1	2017	1	6	2017_1	2017_1	2017_1	2017_1
GCA_001938525.1	2363657	829884062	1	1	2017	1	6	2017_1	2017_1	2017_1	2017_1
GCA_001983305.1	0	12188250	0	1	2017	2	2	2017_1	2017_1	2017_1	2017_1
GCA_001990785.1	12146	448780138	1	1	2017	2	24	2017_1	2017_1	2017_1	2017_1
GCA_001990825.1	81236	34120674	1	1	2017	2	15	2017_1	2017_1	2017_1	2017_1
GCA_002079055.1	0	12075453	0	1	2017	3	21	2017_1	2017_1	2017_1	2017_1
GCA_002081675.1	4217	3252945	1	1	2017	4	6	2017_1	2017_1	2017_1	2017_1
GCA_002082475.1	2244	114435817	1	1	2017	4	10	2017_1	2017_1	2017_1	2017_1
GCA_002083745.1	0	24892044	0	1	2017	4	12	2017_1	2017_1	2017_1	2017_1
GCA_002087225.1	0	25689031	0	1	2017	4	12	2017_1	2017_1	2017_1	2017_1
GCA_002087885.1	2979	4538111	1	1	2017	4	12	2017_1	2017_1	2017_1	2017_1
GCA_002087915.1	94949	3095189	1	1	2017	4	12	2017_1	2017_1	2017_1	2017_1
GCA_002095265.1	4163	8397745	1	1	2017	4	18	2017_1	2017_1	2017_1	2017_1
GCA_002110485.1	0	35498521	0	1	2017	4	25	2017_1	2017_1	2017_1	2017_1
GCA_002127715.1	0	49777326	0	1	2017	5	11	2017_1	2017_1	2017_1	2017_1
GCA_002148645.1	7005	51402140	1	1	2017	5	18	2017_1	2017_1	2017_1	2017_1
GCA_002207785.1	563	169445850	1	1	2017	6	12	2017_1	2017_1	2017_1	2017_1
GCA_002221485.1	0	64698596	0	1	2017	7	26	2017_2	2017_2	2017_2	2017_2
GCA_002221735.1	3194	116379726	1	1	2017	7	19	2017_2	2017_2	2017_2	2017_2
GCA_002247145.1	0	40434457	0	1	2017	8	11	2017_2	2017_2	2017_2	2017_2
GCA_002249935.1	297099	62736202	1	1	2017	8	9	2017_2	2017_2	2017_2	2017_2
GCA_002259205.1	18913	252156326	1	1	2017	8	18	2017_2	2017_2	2017_2	2017_2
GCA_002259215.1	16824	241715821	1	1	2017	8	18	2017_2	2017_2	2017_2	2017_2
GCA_002269645.1	0	762829307	0	1	2017	8	24	2017_2	2017_2	2017_2	2017_2
GCA_002271815.1	0	41633439	0	1	2017	9	15	2017_2	2017_2	2017_2	2017_2
GCA_002276285.1	311	37626594	1	1	2017	9	15	2017_2	2017_2	2017_2	2017_2
GCA_002287525.1	5803215	156503834	1	1	2017	9	7	2017_2	2017_2	2017_2	2017_2
GCA_002352805.1	2156	576109770	1	1	2017	9	20	2017_2	2017_2	2017_2	2017_2
GCA_002563875.1	5919	58845926	1	1	2017	10	18	2017_2	2017_2	2017_2	2017_2
GCA_002600585.1	11309	81139999	1	1	2017	10	20	2017_2	2017_2	2017_2	2017_2
GCA_002600895.1	0	773867583	0	1	2017	10	18	2017_2	2017_2	2017_2	2017_2
GCA_002742825.1	0	128469192	0	1	2017	11	6	2017_2	2017_2	2017_2	2017_2
GCA_002749535.1	26793	38738167	1	1	2017	11	3	2017_2	2017_2	2017_2	2017_2
GCA_002759435.2	0	12365659	0	1	2017	11	15	2017_2	2017_2	2017_2	2017_2
GCA_002796945.1	9035	186593363	1	1	2017	11	28	2017_2	2017_2	2017_2	2017_2
GCA_002847465.1	0	32440129	0	1	2017	12	27	2017_2	2017_2	2017_2	2017_2
GCA_002847485.1	0	28257496	0	1	2017	12	27	2017_2	2017_2	2017_2	2017_2
GCA_002849105.1	0	37847960	0	1	2017	12	30	2017_2	2017_2	2017_2	2017_2
GCA_002897235.1	48518	14453397	1	1	2017	12	15	2017_2	2017_2	2017_2	2017_2
GCA_003052745.1	0	122580819	0	1	2017	6	22	2017_1	2017_1	2017_1	2017_1
GCA_008080495.1	0	33618380	0	1	2017	11	30	2017_2	2017_2	2017_2	2017_2
GCA_900003945.1	1333	235486090	1	1	2017	4	29	2017_1	2017_1	2017_1	2017_1
GCA_900003985.1	6365	256263447	1	1	2017	4	29	2017_1	2017_1	2017_1	2017_1
GCA_900149145.1	0	7786082	0	1	2017	1	9	2017_1	2017_1	2017_1	2017_1
GCA_900180395.1	0	30657612	0	1	2017	4	27	2017_1	2017_1	2017_1	2017_1
GCA_900182535.1	766381	180212183	1	1	2017	5	5	2017_1	2017_1	2017_1	2017_1
GCA_900184235.1	0	59452313	0	1	2017	5	22	2017_1	2017_1	2017_1	2017_1
GCA_900200055.1	0	347480154	0	1	2017	8	4	2017_2	2017_2	2017_2	2017_2
GCA_000439145.3	0	129782361	0	1	2018	1	30	2018_1	2018_1	2018_1	2018_1
GCA_000469685.2	0	277739597	0	1	2018	9	5	2018_2	2018_2	2018_2	2018_2
GCA_001923025.3	0	240480060	0	1	2018	10	5	2018_2	2018_2	2018_2	2018_2
GCA_002237265.2	0	30945974	0	1	2018	9	12	2018_2	2018_2	2018_2	2018_2
GCA_002846915.2	0	27718211	0	1	2018	4	16	2018_1	2018_1	2018_1	2018_1
GCA_002911725.1	0	107397801	0	1	2018	2	2	2018_1	2018_1	2018_1	2018_1
GCA_002914575.1	0	22738010	0	1	2018	2	2	2018_1	2018_1	2018_1	2018_1
GCA_002920065.1	0	84627742	0	1	2018	2	14	2018_1	2018_1	2018_1	2018_1
GCA_002921335.1	0	25288733	0	1	2018	2	7	2018_1	2018_1	2018_1	2018_1
GCA_002926055.1	0	13314323	0	1	2018	2	13	2018_1	2018_1	2018_1	2018_1
GCA_002926085.1	0	12580400	0	1	2018	2	13	2018_1	2018_1	2018_1	2018_1
GCA_002954075.1	0	17580959	0	1	2018	2	27	2018_1	2018_1	2018_1	2018_1
GCA_003012265.1	16631	77473044	1	1	2018	3	20	2018_1	2018_1	2018_1	2018_1
GCA_003013735.1	0	12590698	0	1	2018	3	22	2018_1	2018_1	2018_1	2018_1
GCA_003054445.1	0	10863895	0	1	2018	4	17	2018_1	2018_1	2018_1	2018_1
GCA_003118255.1	70460	24055884	1	1	2018	3	6	2018_1	2018_1	2018_1	2018_1
GCA_003133805.1	0	284032373	0	1	2018	5	18	2018_1	2018_1	2018_1	2018_1
GCA_003184535.1	864	34792412	1	1	2018	6	4	2018_1	2018_1	2018_1	2018_1
GCA_003184545.1	0	35607567	0	1	2018	6	4	2018_1	2018_1	2018_1	2018_1
GCA_003184825.1	0	36500514	0	1	2018	6	4	2018_1	2018_1	2018_1	2018_1
GCA_003290485.1	0	7369627	0	1	2018	7	9	2018_2	2018_2	2018_2	2018_2
GCA_003336725.1	8447	402781093	1	1	2018	7	21	2018_2	2018_2	2018_2	2018_2
GCA_003640385.1	57375	78758812	1	1	2018	10	12	2018_2	2018_2	2018_2	2018_2
GCA_003693565.1	213	162847002	1	1	2018	10	29	2018_2	2018_2	2018_2	2018_2
GCA_003693605.1	0	74621421	0	1	2018	10	29	2018_2	2018_2	2018_2	2018_2
GCA_003693625.1	0	149871018	0	1	2018	10	29	2018_2	2018_2	2018_2	2018_2
GCA_003693645.1	0	193150271	0	1	2018	10	29	2018_2	2018_2	2018_2	2018_2
GCA_003693675.1	980	162351025	1	1	2018	10	29	2018_2	2018_2	2018_2	2018_2
GCA_003814445.1	0	35023690	0	1	2018	11	23	2018_2	2018_2	2018_2	2018_2
GCA_003843895.1	13853	32079051	1	1	2018	11	27	2018_2	2018_2	2018_2	2018_2
GCA_900083525.1	3310	89881517	1	1	2018	1	2	2018_1	2018_1	2018_1	2018_1
GCA_900095595.1	0	24796794	0	1	2018	3	27	2018_1	2018_1	2018_1	2018_1
GCA_900097015.1	0	22190291	0	1	2018	3	27	2018_1	2018_1	2018_1	2018_1
GCA_900097035.1	4631	21237197	1	1	2018	3	27	2018_1	2018_1	2018_1	2018_1
GCA_900290415.1	0	34157309	0	1	2018	10	22	2018_2	2018_2	2018_2	2018_2
GCA_900302435.1	204735	1163484157	1	1	2018	4	21	2018_1	2018_1	2018_1	2018_1
GCA_900380275.1	0	167014498	0	1	2018	5	3	2018_1	2018_1	2018_1	2018_1
GCA_900406225.1	748035	247818953	1	1	2018	6	9	2018_1	2018_1	2018_1	2018_1
GCA_900490705.1	543	194517820	1	1	2018	6	30	2018_1	2018_1	2018_1	2018_1
GCA_900490775.1	77237	222408857	1	1	2018	6	30	2018_1	2018_1	2018_1	2018_1
GCA_900490825.1	60372	242231587	1	1	2018	6	30	2018_1	2018_1	2018_1	2018_1
GCA_900490845.1	27982	198553437	1	1	2018	6	30	2018_1	2018_1	2018_1	2018_1
GCA_900490875.1	39400	266602839	1	1	2018	6	30	2018_1	2018_1	2018_1	2018_1
GCA_900490895.1	38481	232461474	1	1	2018	6	30	2018_1	2018_1	2018_1	2018_1
GCA_900490955.1	67161	180352191	1	1	2018	6	30	2018_1	2018_1	2018_1	2018_1
GCA_900491355.1	648	178308095	1	1	2018	6	30	2018_1	2018_1	2018_1	2018_1
GCA_900491785.1	5363	10773167	1	1	2018	9	5	2018_2	2018_2	2018_2	2018_2
GCA_900536275.1	10642	78128214	1	1	2018	9	26	2018_2	2018_2	2018_2	2018_2
GCA_900537205.1	95444	95347607	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900537255.1	763	77175447	1	1	2018	11	9	2018_2	2018_2	2018_2	2018_2
GCA_900537275.1	6427	63813650	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900576705.1	144577	144223730	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900604375.1	2502	116274440	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900617775.1	266412	493049113	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900617895.1	49124	248051386	1	1	2018	12	13	2018_2	2018_2	2018_2	2018_2
GCA_900617915.1	12603	302426968	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900617965.1	405490	164847740	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900617975.1	8473	156779205	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900617985.1	60642	122873129	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900617995.1	3105	326279473	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618005.1	7049	133710162	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618015.1	6305	334776364	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618025.1	1087232	64179226	1	1	2018	12	13	2018_2	2018_2	2018_2	2018_2
GCA_900618345.1	144124	84642940	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618355.1	10108	89280667	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618365.1	2567	74617119	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618395.1	0	363933805	0	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618405.1	0	281787967	0	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618415.1	90071	212973050	1	1	2018	12	13	2018_2	2018_2	2018_2	2018_2
GCA_900618425.1	15280	768992840	1	1	2018	12	13	2018_2	2018_2	2018_2	2018_2
GCA_900618435.1	2536	517333403	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618445.1	24609	164748043	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618505.1	0	522709189	0	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900618515.1	212837	625050097	1	1	2018	12	13	2018_2	2018_2	2018_2	2018_2
GCA_900622495.1	7151	100513659	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900622535.1	194367	76921522	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900622545.1	108479	289351506	1	1	2018	12	13	2018_2	2018_2	2018_2	2018_2
GCA_900624965.1	127662	265463912	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900624975.1	7707	262048424	1	1	2018	12	5	2018_2	2018_2	2018_2	2018_2
GCA_900625125.1	1443	103582672	1	1	2018	12	13	2018_2	2018_2	2018_2	2018_2
PlasmoDB-61-Pvivax-likePvl01	0	22173509	0	1	2018	6	21	2018_1	2018_1	2018_1	2018_1
FungiDB-61-AlaibachiiNc14	323413	32766339	1	1	2019	12	17	2019_2	2019_2	2019_2	2019_2
FungiDB-61-NdiscretaFGSC8579	0	37145397	0	1	2019	12	27	2019_2	2019_2	2019_2	2019_2
GCA_000181795.3	0	41201932	0	1	2019	1	10	2019_1	2019_1	2019_1	2019_1
GCA_000469805.3	0	162456563	0	1	2019	3	7	2019_1	2019_1	2019_1	2019_1
GCA_000612645.2	0	110110664	0	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_000757645.3	0	84059253	0	1	2019	6	5	2019_1	2019_1	2019_1	2019_1
GCA_002763495.2	328513	1080014412	1	1	2019	4	17	2019_1	2019_1	2019_1	2019_1
GCA_002867515.3	7288	815755506	1	1	2019	8	27	2019_2	2019_2	2019_2	2019_2
GCA_003958945.1	1689	360800354	1	1	2019	2	15	2019_1	2019_1	2019_1	2019_1
GCA_004000055.1	0	36645795	0	1	2019	1	8	2019_1	2019_1	2019_1	2019_1
GCA_004000155.1	53982	7536915	1	1	2019	1	8	2019_1	2019_1	2019_1	2019_1
GCA_004026265.1	172463	50496789	1	1	2019	1	16	2019_1	2019_1	2019_1	2019_1
GCA_004125335.1	5174485	541187406	1	1	2019	1	31	2019_1	2019_1	2019_1	2019_1
GCA_004128815.1	19667	74595039	1	1	2019	2	1	2019_1	2019_1	2019_1	2019_1
GCA_004194705.1	127981	227228821	1	1	2019	2	14	2019_1	2019_1	2019_1	2019_1
GCA_004325045.1	2127	18344352	1	1	2019	3	5	2019_1	2019_1	2019_1	2019_1
GCA_004325065.1	1258	20734143	1	1	2019	3	5	2019_1	2019_1	2019_1	2019_1
GCA_004526295.1	0	100427386	0	1	2019	3	31	2019_1	2019_1	2019_1	2019_1
GCA_004785735.1	21254506	220576793	1	1	2019	4	12	2019_1	2019_1	2019_1	2019_1
GCA_004794785.1	0	607001493	0	1	2019	4	15	2019_1	2019_1	2019_1	2019_1
GCA_004798825.1	0	36538144	0	1	2019	4	17	2019_1	2019_1	2019_1	2019_1
GCA_005281725.1	23507	87014592	1	1	2019	5	13	2019_1	2019_1	2019_1	2019_1
GCA_005323645.1	1632	68871526	1	1	2019	5	14	2019_1	2019_1	2019_1	2019_1
GCA_005656395.1	0	58232448	0	1	2019	5	22	2019_1	2019_1	2019_1	2019_1
GCA_006247105.1	0	9777924	0	1	2019	7	3	2019_2	2019_2	2019_2	2019_2
GCA_006368765.1	2732117	369873845	1	1	2019	6	14	2019_1	2019_1	2019_1	2019_1
GCA_006461475.1	0	1067955917	0	1	2019	6	25	2019_1	2019_1	2019_1	2019_1
GCA_006503575.1	1335496	232367060	1	1	2019	6	28	2019_1	2019_1	2019_1	2019_1
GCA_006535955.1	0	21374948	0	1	2019	7	1	2019_2	2019_2	2019_2	2019_2
GCA_007210665.1	0	8937304	0	1	2019	7	22	2019_2	2019_2	2019_2	2019_2
GCA_007213375.1	8361266	121603157	1	1	2019	7	22	2019_2	2019_2	2019_2	2019_2
GCA_007637855.2	696	448432379	1	1	2019	7	30	2019_2	2019_2	2019_2	2019_2
GCA_007674295.1	0	3171317	0	1	2019	8	1	2019_2	2019_2	2019_2	2019_2
GCA_008360955.1	57361	720117733	1	1	2019	9	9	2019_2	2019_2	2019_2	2019_2
GCA_008508345.1	96330	876357177	1	1	2019	9	18	2019_2	2019_2	2019_2	2019_2
GCA_008704595.1	526	13433577	1	1	2019	9	26	2019_2	2019_2	2019_2	2019_2
GCA_008704605.1	0	20497720	0	1	2019	9	26	2019_2	2019_2	2019_2	2019_2
GCA_008728235.1	0	31885420	0	1	2019	9	30	2019_2	2019_2	2019_2	2019_2
GCA_008729115.1	852037	99578628	1	1	2019	9	30	2019_2	2019_2	2019_2	2019_2
GCA_008807755.1	0	42081291	0	1	2019	10	3	2019_2	2019_2	2019_2	2019_2
GCA_008807775.1	0	47420314	0	1	2019	10	3	2019_2	2019_2	2019_2	2019_2
GCA_008807795.1	0	58591653	0	1	2019	10	3	2019_2	2019_2	2019_2	2019_2
GCA_008807815.1	213	24751815	1	1	2019	10	3	2019_2	2019_2	2019_2	2019_2
GCA_009176385.1	0	38384359	0	1	2019	10	18	2019_2	2019_2	2019_2	2019_2
GCA_009193035.1	56512	61421878	1	1	2019	10	21	2019_2	2019_2	2019_2	2019_2
GCA_009650685.1	0	17886378	0	1	2019	11	14	2019_2	2019_2	2019_2	2019_2
GCA_009724625.1	73331	93153961	1	1	2019	12	2	2019_2	2019_2	2019_2	2019_2
GCA_009735665.1	6858	235574657	1	1	2019	12	9	2019_2	2019_2	2019_2	2019_2
GCA_009761265.1	0	47154361	0	1	2019	12	17	2019_2	2019_2	2019_2	2019_2
GCA_015680885.1	0	140269496	0	1	2019	11	1	2019_2	2019_2	2019_2	2019_2
GCA_900002335.2	0	18973757	0	1	2019	6	4	2019_1	2019_1	2019_1	2019_1
GCA_900002375.2	0	18780606	0	1	2019	6	14	2019_1	2019_1	2019_1	2019_1
GCA_900002385.2	0	23083521	0	1	2019	6	4	2019_1	2019_1	2019_1	2019_1
GCA_900093555.2	4412	28899270	1	1	2019	8	1	2019_2	2019_2	2019_2	2019_2
GCA_900231805.1	0	46742176	0	1	2019	7	3	2019_2	2019_2	2019_2	2019_2
GCA_900519115.1	0	140663486	0	1	2019	8	27	2019_2	2019_2	2019_2	2019_2
GCA_900536235.3	0	92694461	0	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_900536285.3	4911	100864676	1	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_900536295.3	0	103015225	0	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_900536305.3	3339	101072304	1	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_900536315.3	133495	86335402	1	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_900536325.3	945	64717952	1	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_900536345.3	4035	90256594	1	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_900536415.3	754	100282591	1	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_900576815.1	5054001	143524920	1	1	2019	3	4	2019_1	2019_1	2019_1	2019_1
GCA_900617795.1	1583814	593006571	1	1	2019	2	12	2019_1	2019_1	2019_1	2019_1
GCA_900631915.1	0	163453184	0	1	2019	3	25	2019_1	2019_1	2019_1	2019_1
GCA_900631935.1	0	32872664	0	1	2019	3	19	2019_1	2019_1	2019_1	2019_1
GCA_900681995.1	0	18374134	0	1	2019	1	30	2019_1	2019_1	2019_1	2019_1
GCA_900683695.1	5278446	105959096	1	1	2019	6	14	2019_1	2019_1	2019_1	2019_1
GCA_900708905.1	0	167946785	0	1	2019	3	25	2019_1	2019_1	2019_1	2019_1
GCA_900883565.2	9923	78127482	1	1	2019	4	11	2019_1	2019_1	2019_1	2019_1
GCA_901765185.1	197243	63454929	1	1	2019	7	31	2019_2	2019_2	2019_2	2019_2
GCA_901765195.1	1360	83255419	1	1	2019	7	31	2019_2	2019_2	2019_2	2019_2
GCA_901766145.1	6586083	75570095	1	1	2019	7	31	2019_2	2019_2	2019_2	2019_2
GCA_901766855.1	947550	88662962	1	1	2019	7	31	2019_2	2019_2	2019_2	2019_2
GCA_901779475.1	37267	117974128	1	1	2019	7	31	2019_2	2019_2	2019_2	2019_2
GCA_901779485.1	91222	47617765	1	1	2019	7	31	2019_2	2019_2	2019_2	2019_2
GCA_902177915.1	0	167972465	0	1	2019	8	6	2019_2	2019_2	2019_2	2019_2
GCA_902651635.1	0	53949838	0	1	2019	11	14	2019_2	2019_2	2019_2	2019_2
GCA_902702955.1	7641	602366367	1	1	2019	12	5	2019_2	2019_2	2019_2	2019_2
GCA_902706615.1	0	209155305	0	1	2019	12	17	2019_2	2019_2	2019_2	2019_2
GCF_000002435.2	0	11673475	0	1	2019	11	6	2019_2	2019_2	2019_2	2019_2
GCF_000002995.4	2577	86878348	1	1	2019	6	2	2019_1	2019_1	2019_1	2019_1
TriTrypDB-61-LtarentolaeParrotTarII	6752	30440719	1	1	2019	12	20	2019_2	2019_2	2019_2	2019_2
GCA_000006275.3	11635	36789531	1	1	2020	9	28	2020_2	2020_2	2020_2	2020_2
GCA_000006355.3	16886	24384598	1	1	2020	2	24	2020_1	2020_1	2020_1	2020_1
GCA_000180635.4	0	154957827	0	1	2020	11	2	2020_2	2020_2	2020_2	2020_2
GCA_009829315.1	684784	89153617	1	1	2020	1	3	2020_1	2020_1	2020_1	2020_1
GCA_010367655.1	148091	68793540	1	1	2020	2	10	2020_1	2020_1	2020_1	2020_1
GCA_010367685.1	58241	63561231	1	1	2020	2	10	2020_1	2020_1	2020_1	2020_1
GCA_011764315.1	28263	59068658	1	1	2020	3	27	2020_1	2020_1	2020_1	2020_1
GCA_012064415.1	33866	83305350	1	1	2020	4	6	2020_1	2020_1	2020_1	2020_1
GCA_012070555.1	62290	96392906	1	1	2020	4	9	2020_1	2020_1	2020_1	2020_1
GCA_013357305.1	0	50535140	0	1	2020	6	16	2020_1	2020_1	2020_1	2020_1
