uniqCon	Accession	fcs	fcs+cont	conter	uniFCS	Overlap
2126	GCA_013357305.1	0	2126	2,126	0	0
2623	GCA_013357325.1	117,021	119,644	18,768	100,876	16,145
11299	GCA_013365315.1	0	11299	11,299	0	0
9280	GCA_013365325.1	15,725	25,005	24,452	553	15,172
35608	GCA_013365335.1	442,065	477,673	319,876	157,797	284,268
679506	GCA_013365355.1	0	679506	679,506	0	0
94766	GCA_013365365.1	474,683	569,449	128,923	440,526	34,157
16967	GCA_013365375.1	32,807	49,774	43,205	6,569	26,238
2836	GCA_013368495.1	4740	7576	2,836	4,740	0
10575	GCA_013396185.1	2702	13277	10,964	2,313	389
375689	GCA_013403715.1	744	376433	376,433	0	744
24022	GCA_013407085.1	17186	41208	24,022	17,186	0
7158	GCA_013425905.1	0	7158	7,158	0	0
7868	GCA_013433145.1	0	7868	7,868	0	0
65359	GCA_013436035.1	17681934	17747293	9,539,301	8,207,992	9,473,942
93952	GCA_014132215.1	0	93952	93,952	0	0
7384	GCA_014183025.1	0	7384	7,384	0	0
10526	GCA_014220965.1	0	10526	10,526	0	0
6218	GCA_014338405.1	0	6218	6,218	0	0
22247	GCA_014607475.1	0	22247	22,247	0	0
3590	GCA_014773135.1	4,425	8,015	3,590	4,425	0
5584	GCA_014805365.1	18,880	24,464	11,602	12,862	6,018
9503	GCA_014805385.1	7401	16904	16,354	550	6,851
6834	GCA_014805405.1	147,352	154,186	46,113	108,073	39,279
83523	GCA_014805415.1	194,622	278,145	178,674	99,471	95,151
14290	GCA_014805445.1	6938	21228	16,088	5,140	1,798
0	GCA_014805555.1	74986	74986	0	74,986	0
0	GCA_014805705.1	14568	14568	0	14,568	0
158	GCA_014843625.1	0	158	158	0	0
224	GCA_015183025.1	0	224	224	0	0
878	GCA_015183035.1	0	878	878	0	0
508	GCA_015183065.1	0	508	508	0	0
13934	GCA_015227635.1	0	13934	13,934	0	0
11213	GCA_015252655.1	6222	17435	16,141	1,294	4,928
23419	GCA_015680885.1	0	23419	23,419	0	0
210	GCA_015832245.1	91,688	91,898	311	91,587	101
143	GCA_016255985.1	59,896	60,039	44,046	15,993	43,903
348	GCA_016256075.1	166,218	166,566	3,965	162,601	3,617
7651	GCA_016432905.1	2684374	2692025	2,692,025	0	2,684,374
10220	GCA_016432935.1	320742	330962	26,314	304,648	16,094
7290	GCA_016433075.1	3255871	3263161	3,216,322	46,839	3,209,032
236551	GCA_016618375.1	0	236551	236,551	0	0
31868	GCA_016648015.1	4117496	4149364	1,407,053	2,742,311	1,375,185
1899	GCA_016735795.1	0	1899	1,899	0	0
22073	GCA_016801405.1	0	22073	22,073	0	0
370612	GCA_016989095.1	0	370612	370,612	0	0
327006	GCA_016989105.1	0	327006	327,006	0	0
386537	GCA_016989115.1	0	386537	386,537	0	0
338688	GCA_016989125.1	0	338688	338,688	0	0
371276	GCA_016989145.1	0	371276	371,276	0	0
345612	GCA_016989235.1	0	345612	345,612	0	0
347138	GCA_016989245.1	0	347138	347,138	0	0
415543	GCA_016989275.1	0	415543	415,543	0	0
353588	GCA_016989285.1	0	353588	353,588	0	0
351737	GCA_016989295.1	0	351737	351,737	0	0
317625	GCA_016989365.1	0	317625	317,625	0	0
366611	GCA_016989385.1	0	366611	366,611	0	0
373970	GCA_016989455.1	0	373970	373,970	0	0
346969	GCA_016989505.1	0	346969	346,969	0	0
4059	GCA_017301755.1	0	4059	4,059	0	0
4160	GCA_017311285.1	212,354	216,514	9,368	207,146	5,208
28849	GCA_017562135.1	17723	46572	28,849	17,723	0
115144	GCA_017562155.1	5,095	120,239	115,144	5,095	0
100198	GCA_017591395.1	0	100198	100,198	0	0
16403	GCA_017655625.1	0	16403	16,403	0	0
4042	GCA_017788925.1	0	4042	4,042	0	0
957	GCA_017916335.1	0	957	957	0	0
1294	GCA_017918215.1	0	1294	1,294	0	0
1265	GCA_017918225.1	0	1265	1,265	0	0
1173	GCA_017918235.1	0	1173	1,173	0	0
1104741	GCA_018104335.1	0	1104741	1,104,741	0	0
4118	GCA_018127085.1	0	4118	4,118	0	0
345222	GCA_018136795.1	0	345222	345,222	0	0
332563	GCA_018136805.1	5984663	6317226	4,522,072	1,795,154	4,189,509
362240	GCA_018136835.1	1183	363423	362,366	1,057	126
392637	GCA_018136875.1	5310018	5702655	4,114,718	1,587,937	3,722,081
10059	GCA_018350315.1	5,914	15,973	10,410	5,563	351
5887	GCA_018350325.1	4,954	10,841	5,887	4,954	0
2395	GCA_018398725.1	0	2395	2,395	0	0
6081	GCA_018398765.1	180,298	186,379	12,914	173,465	6,833
9628	GCA_018806985.1	0	9628	9,628	0	0
26792	GCA_018905775.1	3,845	30,637	26,792	3,845	0
18439	GCA_018990105.1	0	18439	18,439	0	0
53094	GCA_019055375.1	669114	722208	173,266	548,942	120,172
9109	GCA_019095935.1	2,448	11,557	9,109	2,448	0
3021	GCA_019097775.1	633549	636570	3,021	633,549	0
116	GCA_019968955.1	0	116	116	0	0
0	GCA_020186115.1	0	0	0	0	0
2630	GCA_020283715.1	16,403	19,033	8,324	10,709	5,694
10417	GCA_020449115.1	11,600	22,017	10,417	11,600	0
16490	GCA_020449905.1	1,243	17,733	16,490	1,243	0
181023	GCA_020450165.1	0	181023	181,023	0	0
568	GCA_020509355.1	0	568	568	0	0
16691	GCA_020740425.2	23,689,611	23,706,302	15,959,542	7,746,760	15,942,851
5017	GCA_020875895.1	0	5017	5,017	0	0
260381	GCA_021461655.1	73484	333865	260,381	73,484	0
14884	GCA_021491975.1	0	14884	14,884	0	0
65158	GCA_021556725.1	0	65158	65,158	0	0
115	GCA_021653875.1	0	115	115	0	0
394	GCA_021821965.1	0	394	394	0	0
1666	GCA_022059095.1	0	1666	1,666	0	0
12047	GCA_022343465.1	0	12047	12,047	0	0
5872	GCA_022343475.1	321154	327026	327,026	0	321,154
8213	GCA_022343505.1	0	8213	8,213	0	0
19269	GCA_022453885.1	0	19269	19,269	0	0
21103	GCA_022537955.1	0	21103	21,103	0	0
40243	GCA_022702815.1	2493284	2533527	1,021,651	1,511,876	981,408
913	GCA_022814885.1	1038166	1039079	560,246	478,833	559,333
1292	GCA_022814895.1	2843825	2845117	1,263,660	1,581,457	1,262,368
9918	GCA_022844625.1	2,594,269	2,604,187	2,533,157	71,030	2,523,239
16738	GCA_022844705.1	532,362	549,100	25,029	524,071	8,291
276696	GCA_022845575.1	3,744,805	4,021,501	2,187,492	1,834,009	1,910,796
192731	GCA_022984815.1	0	192731	192,731	0	0
6588	GCA_023343765.1	10251	16839	9,955	6,884	3,367
9539	GCA_023374025.1	33,645	43,184	9,539	33,645	0
11301	GCA_023375655.1	0	11301	11,301	0	0
2133	GCA_023705535.1	0	2133	2,133	0	0
53222	GCA_023968675.1	0	53222	53,222	0	0
87225	GCA_024305405.1	1,888	89,113	88,373	740	1,148
122855	GCA_024447195.1	1084451	1207306	469,724	737,582	346,869
305401	GCA_024447205.1	31607248	31912649	30,054,380	1,858,269	29,748,979
61445	GCA_024447215.1	765189	826634	550,958	275,676	489,513
66532	GCA_024447225.1	36407	102939	71,619	31,320	5,087
52759	GCA_024447235.1	209245	262004	150,991	111,013	98,232
9782	GCA_024500135.1	211476	221258	13,224	208,034	3,442
7608	GCA_024678965.1	0	7608	7,608	0	0
18548	GCA_024699835.1	0	18548	18,548	0	0
2442	GCA_024699845.1	791141	793583	77,944	715,639	75,502
19409	GCA_024699855.1	907,870	927,279	926,552	727	907,143
42989	GCA_024699865.1	4,437,787	4,480,776	857,722	3,623,054	814,733
15357	GCA_024699875.1	0	15357	15,357	0	0
40175	GCA_024699915.1	0	40175	40,175	0	0
5707	GCA_024862765.1	0	5707	5,707	0	0
85427	GCA_025215515.1	48013	133440	85,427	48,013	0
16059	GCA_025436335.1	32352	48411	20,768	27,643	4,709
100	GCA_025449415.1	0	100	100	0	0
38937	GCA_025699415.1	0	38937	38,937	0	0
2086	GCA_025895645.1	0	2086	2,086	0	0
0	GCA_026262505.1	48,060	48,060	37,460	10,600	37,460
7282	GCA_027405815.1	34235	41517	7,282	34,235	0
1080	GCA_027406325.1	691	1771	1,080	691	0
8804	GCA_027406405.1	0	8804	8,804	0	0
0	GCA_027406425.1	0	0	0	0	0
0	GCA_027406465.1	0	0	0	0	0
1001992	GCA_027422425.1	2667197	3669189	3,669,189	0	2,667,197
750218	GCA_027422445.1	1174301	1924519	1,840,619	83,900	1,090,401
19394	GCA_027920645.1	0	19394	19,394	0	0
163167	GCA_028201415.1	0	163167	163,167	0	0
169106	GCA_028201515.1	0	169106	169,106	0	0
21210	GCA_028455885.1	2,336,734	2,357,944	970,241	1,387,703	949,031
15429	GCA_028456195.1	1,311,090	1,326,519	362,597	963,922	347,168
23145	GCA_028564675.1	987,098	1,010,243	727,483	282,760	704,338
88298	GCA_028622995.1	89635	177933	96,612	81,321	8,314
15198	GCA_028672205.1	0	15198	15,198	0	0
7020	GCA_029168955.1	34235	41255	7,020	34,235	0
6492	GCA_029231635.1	5,750,706	5,757,198	3,018,301	2,738,897	3,011,809
3316	GCA_029231655.1	36054	39370	9,895	29,475	6,579
5458	GCA_029232805.1	599,831	605,289	389,597	215,692	384,139
3669	GCA_029233205.1	161578	165247	9,100	156,147	5,431
29331	GCA_029291075.1	0	29331	29,331	0	0
216	GCA_029299675.1	23,650	23,866	19,384	4,482	19,168
322	GCA_029339935.1	1466	1788	322	1,466	0
13620	GCA_029581135.1	0	13620	13,620	0	0
1594	GCA_029582065.1	0	1594	1,594	0	0
51430	GCA_029619545.1	1482310	1533740	122,752	1,410,988	71,322
193497	GCA_029748435.1	8,504	202,001	198,390	3,611	4,893
29740	GCA_029876185.1	28,612	58,352	38,194	20,158	8,454
2784	GCA_900002335.2	0	2784	2,784	0	0
3312	GCA_900002375.2	0	3312	3,312	0	0
3127	GCA_900002385.2	0	3127	3,127	0	0
39932	GCA_900003945.1	1,333	41,265	39,932	1,333	0
56882	GCA_900003985.1	6,365	63,247	56,882	6,365	0
14461	GCA_900004735.1	143916	158377	120,542	37,835	106,081
2437	GCA_900005765.1	2320	4757	3,051	1,706	614
2473	GCA_900005855.1	84,417	86,890	2,473	84,417	0
931	GCA_900044065.1	0	931	931	0	0
75808	GCA_900044135.1	0	75808	75,808	0	0
1342	GCA_900067095.1	8072	9414	9,414	0	8,072
6982	GCA_900079805.1	0	6982	6,982	0	0
2813	GCA_900079975.1	8,427	11,240	8,261	2,979	5,448
8197	GCA_900083525.1	3310	11507	8,197	3,310	0
600	GCA_900090035.2	1598	2198	2,198	0	1,598
1783	GCA_900090045.1	0	1783	1,783	0	0
14171	GCA_900093555.2	4,412	18,583	17,461	1,122	3,290
4091	GCA_900095595.1	0	4091	4,091	0	0
20080	GCA_900096555.1	0	20080	20,080	0	0
4209	GCA_900097015.1	0	4209	4,209	0	0
4354	GCA_900097035.1	4631	8985	4,354	4,631	0
8468	GCA_900119595.1	5386	13854	13,854	0	5,386
13854	GCA_900149145.1	0	13854	13,854	0	0
2457	GCA_900180395.1	0	2457	2,457	0	0
59366	GCA_900182535.1	766,381	825,747	63,130	762,617	3,764
5103	GCA_900184235.1	0	5103	5,103	0	0
62511	GCA_900200055.1	0	62511	62,511	0	0
0	GCA_900231805.1	0	0	0	0	0
2776	GCA_900257145.2	0	2776	2,776	0	0
2499	GCA_900290415.1	0	2499	2,499	0	0
33094	GCA_900302435.1	204,735	237,829	131,618	106,211	98,524
7356	GCA_900380275.1	0	7356	7,356	0	0
4281	GCA_900406225.1	748,035	752,316	510,337	241,979	506,056
7733	GCA_900490705.1	543	8276	7,733	543	0
39936	GCA_900490775.1	77,237	117,173	64,568	52,605	24,632
15526	GCA_900490825.1	60,372	75,898	50,431	25,467	34,905
10544	GCA_900490845.1	27,982	38,526	35,674	2,852	25,130
15317	GCA_900490875.1	39,400	54,717	38,933	15,784	23,616
32707	GCA_900490895.1	38,481	71,188	51,681	19,507	18,974
67583	GCA_900490955.1	67,161	134,744	107,304	27,440	39,721
11206	GCA_900491355.1	648	11854	11,206	648	0
9918	GCA_900491785.1	5363	15281	15,281	0	5,363
1181	GCA_900500625.2	0	1181	1,181	0	0
154732	GCA_900519115.1	0	154732	154,732	0	0
3361	GCA_900536235.3	0	3361	3,361	0	0
15779	GCA_900536275.1	10,642	26,421	22,340	4,081	6,561
6622	GCA_900536285.3	4,911	11,533	6,622	4,911	0
8920	GCA_900536295.3	0	8920	8,920	0	0
8198	GCA_900536305.3	3339	11537	9,752	1,785	1,554
7397	GCA_900536315.3	133,495	140,892	112,338	28,554	104,941
11896	GCA_900536325.3	945	12841	11,896	945	0
14229	GCA_900536345.3	4,035	18,264	14,229	4,035	0
32106	GCA_900536415.3	754	32860	32,106	754	0
58162	GCA_900537205.1	95,444	153,606	120,537	33,069	62,375
1799	GCA_900537255.1	763	2562	1,799	763	0
9037	GCA_900537275.1	6427	15464	9,137	6,327	100
2116	GCA_900576705.1	144,577	146,693	120,599	26,094	118,483
30797	GCA_900576815.1	5,054,001	5,084,798	4,880,531	204,267	4,849,734
3982	GCA_900604375.1	2,502	6,484	3,982	2,502	0
4223	GCA_900617775.1	266,412	270,635	4,223	266,412	0
3285	GCA_900617795.1	1,583,814	1,587,099	56,933	1,530,166	53,648
3510	GCA_900617895.1	49,124	52,634	24,370	28,264	20,860
6812	GCA_900617915.1	12,603	19,415	6,812	12,603	0
7182	GCA_900617965.1	405,490	412,672	242,766	169,906	235,584
4926	GCA_900617975.1	8473	13399	11,527	1,872	6,601
1270	GCA_900617985.1	60,642	61,912	47,250	14,662	45,980
8630704	GCA_900617995.1	3,105	8,633,809	8,632,828	981	2,124
2051	GCA_900618005.1	7,049	9,100	6,615	2,485	4,564
11288912	GCA_900618015.1	6,305	11,295,217	11,295,148	69	6,236
42442	GCA_900618025.1	1,087,232	1,129,674	396,419	733,255	353,977
4045	GCA_900618345.1	144,124	148,169	29,635	118,534	25,590
29121	GCA_900618355.1	10,108	39,229	34,505	4,724	5,384
1909	GCA_900618365.1	2,567	4,476	3,510	966	1,601
19248486	GCA_900618395.1	0	19248486	19,248,545	0	0
4568	GCA_900618405.1	0	4568	4,568	0	0
812	GCA_900618415.1	90,071	90,883	1,406	89,477	594
5995	GCA_900618425.1	15,280	21,275	16,890	4,385	10,895
15537	GCA_900618435.1	2536	18073	15,537	2,536	0
119	GCA_900618445.1	24,609	24,728	2,808	21,920	2,689
15001	GCA_900618505.1	0	15001	15,001	0	0
39355	GCA_900618515.1	212,837	252,192	40,412	211,780	1,057
677	GCA_900622495.1	7,151	7,828	4,251	3,577	3,574
18140	GCA_900622535.1	194,367	212,507	51,366	161,141	33,226
15173	GCA_900622545.1	108,479	123,652	71,711	51,941	56,538
3291	GCA_900624965.1	127,662	130,953	27,715	103,238	24,424
5719	GCA_900624975.1	7,707	13,426	6,834	6,592	1,115
9097	GCA_900625125.1	1,443	10,540	10,540	0	1,443
9017	GCA_900631915.1	0	9017	9,017	0	0
136	GCA_900631935.1	0	136	136	0	0
3267	GCA_900681995.1	0	3267	3,267	0	0
7303	GCA_900683695.1	5278446	5285749	102,411	5,183,338	95,108
371	GCA_900708905.1	0	371	371	0	0
16613	GCA_900883565.2	9,923	26,536	23,174	3,362	6,561
1258	GCA_901765185.1	197,243	198,501	196,383	2,118	195,125
1743	GCA_901765195.1	1,360	3,103	1,743	1,360	0
62849	GCA_901766145.1	6,586,083	6,648,932	5,907,157	741,775	5,844,308
38044	GCA_901766855.1	947,550	985,594	691,876	293,718	653,832
3004	GCA_901779475.1	37,267	40,271	9,191	31,080	6,187
7562	GCA_901779485.1	91,222	98,784	48,214	50,570	40,652
371	GCA_902177915.1	0	371	371	0	0
1767	GCA_902459845.2	2120	3887	1,767	2,120	0
4215	GCA_902651635.1	0	4215	4,215	0	0
8400	GCA_902702955.1	7,641	16,041	8,400	7,641	0
15829	GCA_902702965.1	12,808	28,637	17,043	11,594	1,214
138905	GCA_902706615.1	0	138905	138,905	0	0
6924	GCA_902829315.1	0	6924	6,924	0	0
112103	GCA_903797545.1	0	112103	112,103	0	0
113494	GCA_903994135.1	0	113494	113,494	0	0
3115	GCA_903995115.1	0	3115	3,115	0	0
5956	GCA_904066225.2	0	5956	5,956	0	0
45777	GCA_904066235.2	0	45777	45,777	0	0
45773	GCA_904067135.1	0	45773	45,773	0	0
5832	GCA_904067145.1	0	5832	5,832	0	0
15211	GCA_904845305.1	13228	28439	28,439	0	13,228
13491	GCA_905310635.1	0	13491	13,491	0	0
33320	GCA_907163375.1	196,549	229,869	41,723	188,146	8,403
5578675	GCA_907275115.1	0	5578675	5,578,675	0	0
12891	GCA_911812115.1	0	12891	12,891	0	0
4426	GCA_916381525.1	26,327	30,753	4,426	26,327	0
16457	GCA_918442785.1	304,261	320,718	276,303	44,415	259,846
47836	GCA_918442795.1	1,792,987	1,840,823	1,222,384	618,439	1,174,548
25845	GCA_918442805.1	30837	56682	55,375	1,307	29,530
29605	GCA_918442815.1	252,260	281,865	273,880	7,985	244,275
18686	GCA_918442825.1	14070	32756	32,317	439	13,631
20694	GCA_918442835.1	177,192	197,886	187,276	10,610	166,582
17949	GCA_918442845.1	22,150	40,099	37,804	2,295	19,855
31797	GCA_932521025.1	0	31797	31,797	0	0
4170	GCA_932521035.1	0	4170	4,170	0	0
6730	GCA_932521405.1	0	6730	6,730	0	0
5712	GCA_932521415.1	0	5712	5,712	0	0
5976	GCA_943334845.2	445,736	451,712	186,917	264,795	180,941
55445	GCA_943737045.1	0	55445	55,445	0	0
4831185	GCA_944470205.1	0	4831185	4,831,185	0	0
4807900	GCA_944470365.1	0	4807900	4,807,900	0	0
4427213	GCA_944470375.1	0	4427213	4,427,213	0	0
4985489	GCA_944470385.2	0	4985489	4,985,489	0	0
325558	GCA_944470395.1	602	326160	325,558	602	0
3323249	GCA_944470405.1	0	3323249	3,323,249	0	0
1805867	GCA_944470415.1	0	1805867	1,805,867	0	0
4546340	GCA_944470425.1	0	4546340	4,546,340	0	0
1723528	GCA_944470435.2	0	1723528	1,723,528	0	0
4213713	GCA_944470445.2	0	4213713	4,213,713	0	0
4003135	GCA_944470455.2	0	4003135	4,003,135	0	0
4534671	GCA_944470465.2	0	4534671	4,534,671	0	0
18442	GCA_944470545.2	34259	52701	18,442	34,259	0
696986	GCA_944470555.1	0	696986	696,986	0	0
124712	GCA_944472135.1	0	124712	124,712	0	0
172258	GCA_944472155.1	0	172258	172,258	0	0
28187	GCA_944474145.1	0	28187	28,187	0	0
6017064	GCA_944474815.1	0	6017064	6,017,064	0	0
40767	GCA_945643635.1	104821	145588	145,588	0	104,821
39896	GCA_946814055.1	0	39896	39,896	0	0
3667038	GCA_946903255.1	0	3667038	3,667,038	0	0
68243	GCA_947359475.1	0	68243	68,243	0	0
1161007	GCA_947359485.1	0	1161007	1,161,007	0	0
2895	GCA_947366455.1	255,541	258,436	174,726	83,710	171,831
79049	GCA_947396875.1	0	79049	79,049	0	0
34919	GCA_947396885.1	0	34919	34,919	0	0
16832	GCA_947459285.1	0	16832	16,832	0	0
274760	GCA_947561635.1	719,658	994,418	584,854	409,564	310,094
283627	GCA_948294485.1	691,789	975,416	570,005	405,411	286,378
225	GCF_000002435.2	0	225	225	0	0
172148	GCF_000002985.6	4,631	176,779	176,762	17	4,614
138379	GCF_000002995.4	2,577	140,956	138,379	2,577	0
12281	GCF_000004555.2	643	12924	12,281	643	0
16019	GCF_000006515.1	10678	26697	22,669	4,028	6,650
303170	GCF_000006565.2	226,690	529,860	450,895	78,965	147,725
29038	GCF_000149515.1	2,501,653	2,530,691	1,301,330	1,229,361	1,272,292
35437	GCF_000151665.1	0	35437	35,437	0	0
96877	GCF_000183805.2	16,983	113,860	96,877	16,983	0
1371	GCF_000257125.1	12,563	13,934	13,572	362	12,201
5323	GCF_000507365.1	467,990	473,313	202,984	270,329	197,661
6028	GCF_000524195.1	3793	9821	8,597	1,224	2,569
4963138	GCF_000699445.3	0	4963138	4,963,138	0	0
5437	GCF_000715545.1	2852	8289	5,437	2,852	0
1700	GCF_000743755.1	39,829	41,529	2,425	39,104	725
1607	GCF_001040885.1	5,717	7,324	1,607	5,717	0
646	PlasmoDB-61-Pvivax-likePvl01	0	646	646	0	0
362	TriTrypDB-61-LtarentolaeParrotTarII	6,752	7,114	7,013	101	6,651
7752	TriTrypDB-61-TevansiSTIB805	0	7752	7,752	0	0
